,Household Income,Children,Year Of Residence,Weekly Fee Lower,Weekly Fee Upper,Age,ORANGE,RIVERSIDE,SAN BERNARDINO,Fri-Sun,Mon-Fri,SatSun,Sun-Fri,SunOnly,Thu-Sun,Website,Subscriber
11277,150000,False,14,10.0,10.99,62.0,True,False,False,False,False,False,False,False,False,True,False
11278,125000,False,12,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
11279,100000,True,21,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11280,150000,True,2,1.0,4.99,47.0,False,False,True,False,False,False,False,True,False,False,False
11281,80000,True,16,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
11282,0,False,4,1.0,4.99,47.0,False,False,False,False,False,False,False,False,True,True,False
11283,40000,False,1,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,True,False
11284,200000,False,20,10.0,10.99,72.0,True,False,False,False,False,False,False,False,False,False,True
11285,125000,False,1,7.0,7.99,32.0,True,False,False,False,False,False,False,False,False,True,False
11286,200000,False,20,1.0,4.99,57.0,False,True,False,False,False,False,False,True,False,False,False
11287,175000,False,1,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11288,50000,True,6,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11289,200000,False,23,5.0,5.99,57.0,True,False,False,False,False,False,False,False,False,True,False
11290,150000,False,17,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,True
11291,30000,False,2,1.0,4.99,22.5,True,False,False,False,False,False,False,False,False,False,False
11292,90000,False,6,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11293,90000,False,6,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11294,70000,False,3,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11295,100000,False,4,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11296,40000,False,20,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,True
11297,80000,True,2,1.0,4.99,62.0,True,False,False,True,False,False,False,False,False,False,False
11298,70000,True,7,1.0,4.99,37.0,True,False,False,False,False,False,False,False,True,True,False
11299,175000,False,10,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11300,400000,False,21,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11301,50000,False,8,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
11302,500000,False,22,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,False,False
11303,150000,False,24,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,False
11304,200000,False,2,5.0,5.99,62.0,True,False,False,False,False,False,False,False,False,False,False
11305,175000,False,18,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,True,False
11306,70000,False,21,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,True,False
11307,90000,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,False,False
11308,500000,False,45,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
11309,70000,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,False,False
11310,50000,False,21,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
11311,0,False,23,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,True
11312,40000,False,44,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,True
11313,100000,False,2,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
11314,150000,True,23,10.0,10.99,57.0,True,False,False,False,False,False,False,False,False,False,True
11315,100000,False,1,1.0,4.99,32.0,False,True,False,False,False,False,False,True,False,False,False
11316,125000,True,20,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,True,False
11317,125000,False,8,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,True,True
11318,150000,True,37,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
11319,200000,False,11,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,True
11320,80000,True,20,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11321,30000,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,True,False
11322,30000,False,2,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
11323,175000,False,36,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
11324,80000,False,36,1.0,4.99,80.0,False,False,False,False,False,False,False,False,False,False,True
11325,20000,False,13,5.0,5.99,80.0,False,False,True,False,False,False,False,False,False,False,False
11326,50000,False,2,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11327,125000,False,12,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,True,False
11328,40000,True,18,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,True,True
11329,125000,True,8,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11330,30000,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,True,False
11331,50000,False,5,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,True,False
11332,60000,False,37,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11333,80000,False,2,6.0,6.99,47.0,True,False,False,False,False,False,False,False,False,False,True
11334,200000,False,19,1.0,4.99,67.0,False,True,False,False,False,False,False,False,False,False,False
11335,300000,True,23,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
11336,0,False,1,7.0,7.99,27.0,True,False,False,False,False,False,False,False,False,False,False
11337,125000,False,24,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11338,90000,False,23,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
11339,200000,False,9,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,True,False
11340,30000,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
11341,0,False,16,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,True,False
11342,70000,False,29,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
11343,300000,False,46,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,True
11344,125000,False,22,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
11345,40000,False,30,7.0,7.99,62.0,True,False,False,False,False,False,False,False,False,False,True
11346,40000,False,3,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11347,50000,False,14,1.0,4.99,37.0,False,False,False,False,False,False,False,True,False,False,True
11348,125000,True,3,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11349,400000,True,22,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,True
11350,70000,False,2,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
11351,0,False,11,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,True,False
11352,60000,False,46,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
11353,80000,False,17,1.0,4.99,72.0,True,False,False,False,False,False,False,True,False,False,False
11354,80000,False,4,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11355,20000,False,40,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11356,40000,False,1,1.0,4.99,27.0,False,False,False,False,False,False,False,False,True,True,False
11357,300000,False,26,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,True,False
11358,200000,False,12,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11359,100000,True,10,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,True
11360,90000,True,14,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,True,False
11361,400000,False,26,5.0,5.99,72.0,True,False,False,False,False,False,False,False,True,True,False
11362,100000,False,2,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11363,200000,False,13,1.0,4.99,57.0,True,False,False,True,False,False,False,False,False,False,False
11364,90000,False,11,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,True
11365,200000,False,21,10.0,10.99,57.0,True,False,False,False,False,False,False,False,False,False,True
11366,125000,False,21,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11367,100000,True,13,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
11368,20000,False,12,1.0,4.99,47.0,False,False,False,False,False,False,False,True,False,False,False
11369,100000,False,12,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11370,300000,True,3,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
11371,20000,False,1,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,True,False
11372,125000,True,23,1.0,4.99,52.0,True,False,False,False,False,True,False,False,False,False,False
11373,100000,False,39,1.0,4.99,80.0,True,False,False,False,False,False,False,False,True,False,False
11374,30000,False,1,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,True,False
11375,150000,True,19,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
11376,100000,True,3,1.0,4.99,47.0,False,False,False,False,False,False,False,False,False,False,False
11377,300000,True,18,10.0,10.99,52.0,True,False,False,False,False,False,False,False,False,False,True
11378,0,True,8,1.0,4.99,32.0,False,False,False,False,False,False,False,False,True,True,False
11379,125000,False,7,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,True
11380,125000,False,7,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
11381,70000,True,2,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
11382,100000,False,3,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,True
11383,100000,False,35,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,False,False
11384,0,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,True,False
11385,30000,False,12,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11386,125000,False,37,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,True
11387,20000,True,9,1.0,4.99,42.0,False,True,False,False,False,False,False,True,False,False,False
11388,60000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
11389,30000,False,39,1.0,4.99,72.0,False,False,False,False,False,False,False,True,False,True,False
11390,80000,False,4,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
11391,200000,False,23,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,True
11392,125000,False,38,10.0,10.99,72.0,True,False,False,False,False,False,False,False,False,False,True
11393,125000,False,33,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
11394,150000,False,20,5.0,5.99,72.0,True,False,False,False,False,False,False,False,True,False,True
11395,70000,False,6,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
11396,125000,False,5,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,True
11397,200000,True,7,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
11398,50000,False,55,10.0,10.99,72.0,False,False,False,False,False,False,False,False,False,True,False
11399,100000,True,1,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11400,0,False,7,1.0,4.99,57.0,True,False,False,False,False,True,False,False,False,False,False
11401,40000,False,5,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
11402,200000,False,10,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
11403,60000,False,2,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
11404,50000,False,3,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,True,False
11405,80000,False,22,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,False,False
11406,90000,False,18,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
11407,90000,True,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,True,False
11408,125000,False,27,1.0,4.99,67.0,False,False,False,False,False,False,False,False,False,False,False
11409,80000,False,25,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11410,100000,False,31,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
11411,125000,True,24,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
11412,90000,False,30,1.0,4.99,62.0,True,False,False,True,False,False,False,False,False,False,False
11413,200000,False,18,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,False
11414,70000,False,38,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
11415,60000,False,3,1.0,4.99,32.0,False,False,False,False,False,False,False,True,False,False,False
11416,20000,True,20,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,True,False
11417,100000,True,31,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11418,0,False,37,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
11419,50000,False,5,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
11420,150000,True,7,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11421,60000,False,7,8.0,8.99,72.0,True,False,False,False,False,False,False,False,False,False,False
11422,150000,True,18,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,True
11423,0,True,8,1.0,4.99,42.0,False,False,False,False,False,False,False,False,False,True,False
11424,100000,False,30,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,True,False
11425,0,False,14,5.0,5.99,67.0,True,False,False,False,False,False,False,False,True,False,True
11426,125000,False,26,7.0,7.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11427,100000,False,30,1.0,4.99,57.0,False,False,True,False,False,False,False,True,False,False,False
11428,90000,True,20,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,True,False
11429,400000,True,15,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11430,70000,False,2,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
11431,150000,False,6,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,False,False
11432,20000,False,2,1.0,4.99,80.0,True,False,False,False,False,False,False,False,True,False,False
11433,30000,False,1,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,True,False
11434,175000,False,1,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,True,True
11435,20000,False,3,5.0,5.99,67.0,True,False,False,False,False,False,False,False,False,False,False
11436,150000,True,5,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
11437,60000,False,4,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,False,False
11438,80000,True,13,7.0,7.99,47.0,True,False,False,False,False,False,False,False,False,False,False
11439,125000,True,7,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
11440,175000,False,5,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,True,False
11441,125000,True,23,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,True,False
11442,150000,True,20,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,True
11443,125000,False,3,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
11444,70000,False,13,1.0,4.99,47.0,True,False,False,False,False,True,False,False,False,False,False
11445,100000,False,33,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,True
11446,20000,False,3,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
11447,60000,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,False,True,False,False
11448,0,False,15,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
11449,100000,False,8,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,False,False
11450,40000,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,False,True,True,False
11451,80000,True,16,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11452,30000,False,21,1.0,4.99,22.5,True,False,False,False,False,False,False,True,False,False,True
11453,40000,False,5,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11454,125000,True,10,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
11455,125000,True,2,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11456,150000,False,46,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11457,125000,False,32,7.0,7.99,57.0,True,False,False,False,False,False,False,False,False,False,False
11458,150000,True,11,1.0,4.99,42.0,False,False,False,False,False,False,False,False,False,False,True
11459,300000,True,21,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
11460,90000,False,4,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
11461,175000,False,22,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
11462,60000,False,10,1.0,4.99,32.0,True,False,False,False,False,False,False,False,True,True,False
11463,80000,False,22,1.0,4.99,72.0,False,True,False,False,False,False,False,True,False,False,False
11464,50000,True,2,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
11465,50000,False,27,1.0,4.99,80.0,True,False,False,True,False,False,False,False,False,False,False
11466,200000,True,23,1.0,4.99,57.0,False,True,False,False,False,False,False,True,False,False,False
11467,20000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,False,False,True,False
11468,400000,False,9,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11469,500000,False,27,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11470,60000,False,2,1.0,4.99,57.0,True,False,False,False,False,False,False,False,True,True,False
11471,70000,False,28,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,True,False
11472,150000,False,28,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,True
11473,500000,False,41,8.0,8.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11474,100000,False,54,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
11475,80000,False,9,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
11476,30000,False,1,1.0,4.99,32.0,True,False,False,False,False,False,False,True,False,False,False
11477,80000,False,7,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
11478,500000,True,22,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11479,70000,False,1,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
11480,20000,False,1,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11481,300000,False,5,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,False,False
11482,60000,False,5,1.0,4.99,52.0,False,False,False,False,False,False,False,False,True,True,False
11483,90000,False,3,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
11484,50000,True,24,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11485,100000,False,3,9.0,9.99,67.0,True,False,False,False,False,False,False,False,False,False,False
11486,90000,True,38,10.0,10.99,80.0,True,False,False,False,False,False,False,False,False,False,True
11487,500000,False,23,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11488,80000,True,20,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,True
11489,200000,False,23,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
11490,125000,False,21,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,False,False
11491,100000,False,2,1.0,4.99,22.5,True,False,False,False,False,False,False,False,False,True,False
11492,175000,False,2,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,False
11493,100000,False,2,6.0,6.99,72.0,True,False,False,False,False,False,False,False,False,False,False
11494,150000,False,6,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11495,400000,False,14,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11496,150000,False,8,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
11497,80000,False,31,5.0,5.99,80.0,False,False,False,False,False,False,False,False,False,False,False
11498,150000,False,15,9.0,9.99,67.0,True,False,False,False,False,False,False,False,False,False,False
11499,400000,True,20,10.0,10.99,47.0,True,False,False,False,False,False,False,False,False,False,True
11500,125000,False,4,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
11501,100000,False,1,9.0,9.99,72.0,True,False,False,False,False,False,False,False,False,False,False
11502,400000,True,9,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
11503,200000,False,29,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,False,True
11504,50000,False,20,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,True,False
11505,70000,False,12,1.0,4.99,67.0,True,False,False,False,False,False,False,False,True,True,False
11506,70000,False,3,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,True
11507,200000,True,23,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
11508,30000,False,42,1.0,4.99,72.0,False,True,False,False,False,False,False,True,False,False,False
11509,0,False,9,1.0,4.99,80.0,True,False,False,False,False,False,False,False,True,True,False
11510,125000,False,11,1.0,4.99,62.0,True,False,False,False,False,True,False,False,False,False,False
11511,100000,False,32,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,True
11512,0,False,14,1.0,4.99,57.0,True,False,False,False,False,False,False,False,False,False,False
11513,20000,False,1,1.0,4.99,22.5,False,False,False,False,False,False,False,False,False,True,False
11514,100000,True,17,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,True
11515,80000,False,4,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11516,30000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
11517,0,False,21,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11518,125000,False,12,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11519,40000,False,22,1.0,4.99,72.0,True,False,False,False,False,False,False,False,True,False,True
11520,100000,True,3,1.0,4.99,47.0,True,False,False,False,False,False,False,False,False,True,False
11521,400000,True,27,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,False,True
11522,70000,False,15,1.0,4.99,80.0,True,False,False,False,False,False,False,False,False,False,False
11523,40000,True,7,1.0,4.99,32.0,False,True,False,False,False,False,False,True,False,False,False
11524,200000,True,22,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
11525,80000,False,19,1.0,4.99,62.0,True,False,False,False,False,False,False,False,True,True,False
11526,175000,False,31,8.0,8.99,62.0,True,False,False,False,False,False,False,False,False,False,True
11527,125000,False,1,5.0,5.99,52.0,True,False,False,False,False,False,False,False,False,False,False
11528,80000,False,10,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
11529,200000,True,1,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11530,30000,False,9,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,True
11531,150000,True,1,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,True
11532,100000,True,12,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,False
11533,100000,False,30,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,True
11534,90000,False,2,1.0,4.99,37.0,True,False,False,False,False,False,False,False,False,True,False
11535,400000,False,2,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,True,True
11536,125000,False,6,1.0,4.99,42.0,True,False,False,False,False,False,False,False,True,False,False
11537,175000,False,3,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11538,150000,False,9,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11539,150000,False,1,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
11540,200000,False,14,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11541,400000,False,28,1.0,4.99,67.0,True,False,False,False,False,False,False,False,False,False,False
11542,100000,False,3,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
11543,175000,False,19,5.0,5.99,62.0,True,False,False,False,False,False,False,False,False,False,True
11544,175000,True,5,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11545,200000,False,7,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,False,False
11546,90000,False,7,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,True,False
11547,175000,False,11,1.0,4.99,62.0,True,False,False,False,False,False,False,False,False,True,False
11548,150000,False,35,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
11549,175000,True,4,1.0,4.99,42.0,True,False,False,False,False,False,False,False,False,False,False
11550,300000,True,3,5.0,5.99,47.0,True,False,False,False,False,False,False,False,False,False,False
11551,500000,True,19,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
11552,400000,True,18,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11553,500000,False,13,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11554,100000,False,1,1.0,4.99,32.0,True,False,False,False,False,True,False,False,False,False,False
11555,300000,True,26,9.0,9.99,52.0,True,False,False,False,False,False,False,False,False,False,False
11556,125000,True,4,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
11557,400000,True,21,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11558,20000,False,17,1.0,4.99,67.0,True,False,False,False,False,False,False,True,False,False,True
11559,200000,True,7,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,True
11560,400000,False,17,1.0,4.99,52.0,True,False,False,False,False,False,False,False,True,False,False
11561,300000,False,36,7.0,7.99,72.0,True,False,False,False,False,False,False,False,False,False,False
11562,125000,False,9,1.0,4.99,37.0,True,False,False,False,False,False,False,False,True,True,False
11563,90000,False,7,1.0,4.99,37.0,True,False,False,False,False,False,False,True,False,False,False
11564,150000,True,4,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,True
11565,200000,True,3,1.0,4.99,37.0,True,False,False,False,False,True,False,False,False,False,False
11566,400000,True,20,1.0,4.99,52.0,True,False,False,False,False,False,False,True,False,False,False
11567,200000,False,7,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,True
11568,175000,False,13,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,False
11569,400000,True,9,1.0,4.99,47.0,True,False,False,False,False,False,False,False,True,False,False
11570,300000,False,22,9.0,9.99,62.0,True,False,False,False,False,False,False,False,False,False,False
11571,300000,False,23,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,False,False
11572,300000,False,20,1.0,4.99,52.0,True,False,False,True,False,False,False,False,False,False,False
11573,125000,False,30,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,False
11574,500000,False,21,1.0,4.99,57.0,True,False,False,False,False,False,False,True,False,True,False
11575,90000,False,3,1.0,4.99,52.0,True,False,False,False,False,False,False,False,False,True,True
11576,0,False,2,1.0,4.99,27.0,True,False,False,False,False,False,False,True,False,False,False
11577,125000,False,2,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,False
11578,175000,False,32,6.0,6.99,67.0,True,False,False,False,False,False,False,False,False,False,True
11579,125000,False,12,1.0,4.99,80.0,True,False,False,False,False,False,False,True,False,False,False
11580,300000,True,15,1.0,4.99,47.0,True,False,False,False,False,False,False,True,False,False,False
11581,50000,True,13,1.0,4.99,62.0,True,False,False,False,False,False,False,True,False,False,False
11582,400000,False,35,10.0,10.99,62.0,True,False,False,False,False,False,False,False,False,False,True
11583,150000,True,12,1.0,4.99,42.0,True,False,False,False,False,False,False,True,False,False,True
11584,300000,True,16,7.0,7.99,57.0,True,False,False,False,False,False,False,False,False,True,False
11585,70000,False,5,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,False
11586,50000,False,1,1.0,4.99,27.0,True,False,False,False,False,False,False,False,True,True,False
11587,500000,True,7,5.0,5.99,57.0,True,False,False,False,False,False,False,False,False,True,False
11588,125000,False,2,1.0,4.99,37.0,True,False,False,False,False,False,False,False,True,True,True
11589,150000,False,2,1.0,4.99,32.0,True,False,False,False,False,False,False,False,False,True,True
11590,100000,False,1,10.0,10.99,62.0,True,False,False,False,False,False,False,False,False,False,True
11591,70000,False,3,1.0,4.99,72.0,True,False,False,False,False,False,False,False,False,False,True
